101 CHURCHILL ROAD LLC,InActive,N/A,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=101CHURCHILLROAD%20L140001198160&aggregateId=flal-l14000119816-0e9767fa-6977-49e8-a985-5b0309cebf85&searchTerm=33480&listNameOrder=101CHURCHILLROAD%20L140001198160,Lapsed,02/23/2016,02/23/2021,https://floridaucc.com/search?text=101%20CHURCHILL%20ROAD%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"102 BERGEN STREET, LLC",INACT,N/A,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=102BERGENSTREET%20L150001099520&aggregateId=flal-l15000109952-5c8b7295-7bb0-43f9-b8e3-dc4effa0af5d&searchTerm=33480&listNameOrder=101CHURCHILLROAD%20L140001198160,Filed,10/03/2017,10/03/2027,https://floridaucc.com/search?text=102%20BERGEN%20STREET%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
1030SOCEAN LLC,INACT/UA,82-5482797,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=1030SOCEAN%20L180001053720&aggregateId=flal-l18000105372-11308bb8-7d9f-438e-bba5-8aa7e1265987&searchTerm=33480&listNameOrder=101CHURCHILLROAD%20L140001198160,Lapsed,12/23/2020,12/23/2025,https://floridaucc.com/search?text=1030SOCEAN%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"106 W RIVERSIDE, LLC",INACT,88-3624835,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=106WRIVERSIDE%20L220003404850&aggregateId=flal-l22000340485-18d9e1e6-3a07-4cf8-bb1a-a5095d66a961&searchTerm=33480&listNameOrder=103HORSESHOE%20L140000858030,Filed,03/31/2023,03/31/2028,https://floridaucc.com/search?text=106%20W%20RIVERSIDE%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
10X MEDIA LLC,Active,88-3579057,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=10XMEDIA%20L220003425700&aggregateId=flal-l22000342570-5f9ba1c0-950a-4e63-820d-95585b96f34a&searchTerm=33480&listNameOrder=108CANTERBURYE%20L060001175340,Lapsed,05/01/2019,05/01/2024,https://floridaucc.com/search?text=10X%20MEDIA%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"110 WELLS ROAD, LLC",INACT,26-2010112,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=110WELLSROAD%20L080000124360&aggregateId=flal-l08000012436-a8e5558a-5c66-40c1-8b77-747a2c6e6568&searchTerm=33480&listNameOrder=108CANTERBURYE%20L060001175340,Lapsed,12/15/2008,12/15/2013,https://floridaucc.com/search?text=110%20WELLS%20ROAD%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"111 SEAGATE VENTURE, L.L.C.",INACT,14-1911812,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=111SEAGATEVENTURE%20L040000456820&aggregateId=flal-l04000045682-c2435ca1-0fac-4e25-9380-c6bba8d38eb8&searchTerm=33480&listNameOrder=111SEAGATEVENTURE%20L040000456820,Lapsed,07/19/2004,07/19/2009,https://floridaucc.com/search?text=111%20SEAGATE%20VENTURE%2C%20L.L.C.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"111 SEAGATE VENTURE, L.L.C.",INACT,14-1911812,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=111SEAGATEVENTURE%20L040000456820&aggregateId=flal-l04000045682-c2435ca1-0fac-4e25-9380-c6bba8d38eb8&searchTerm=33480&listNameOrder=111SEAGATEVENTURE%20L040000456820,Lapsed,07/19/2004,07/19/2009,https://floridaucc.com/search?text=111%20SEAGATE%20VENTURE%2C%20L.L.C.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"1141 NORTH LAKE WAY, INC.",INACT,20-4755142,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=1141NORTHLAKEWAY%20P060000551250&aggregateId=domp-p06000055125-466ff996-36f6-45a9-b150-a8868e1ac21f&searchTerm=33480&listNameOrder=111SEAGATEVENTURE%20L040000456820,Lapsed,05/19/2006,05/19/2011,https://floridaucc.com/search?text=1141%20NORTH%20LAKE%20WAY%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"1205 AND 1209 SE 2ND STREET, LLC",Active,N/A,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=12051209SE2NDSTREET%20L190001230000&aggregateId=flal-l19000123000-46501af3-edc0-4ade-9759-bf3838dcb4f4&searchTerm=33480&listNameOrder=11788LAKEHOUSECOURT%20L200001716800,Lapsed,10/21/2020,10/21/2025,https://floridaucc.com/search?text=1205%20AND%201209%20SE%202ND%20STREET%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
