1011 NORTH OLIVE INC.,Active,65-0992070,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=1011NORTHOLIVE%20P990000907300&aggregateId=domp-p99000090730-4b0422f8-1b2b-4981-8d03-ce856f2ec519&searchTerm=33401&listNameOrder=1004CPT%20L100000765760,Lapsed,12/06/1999,12/06/2009,https://floridaucc.com/search?text=1011%20NORTH%20OLIVE%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"101 DUNBAR ROAD, INC.",INACT,65-1151385,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=101DUNBARROAD%20P010001075770&aggregateId=domp-p01000107577-406ca2e6-8e3d-433a-a892-a973380ccf86&searchTerm=33401&listNameOrder=1004CPT%20L100000765760,Lapsed,02/12/2002,02/12/2007,https://floridaucc.com/search?text=101%20DUNBAR%20ROAD%2C%20INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"101 EL BRAVO, LLC",INACT,20-8305783,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=101ELBRAVO%20L070000060860&aggregateId=flal-l07000006086-3b465a41-528d-47ab-bbad-9b588b702fc8&searchTerm=33401&listNameOrder=1004CPT%20L100000765760,Lapsed,03/01/2011,03/01/2016,https://floridaucc.com/search?text=101%20EL%20BRAVO%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
10232 PLANT DRIVE LLC,Active,N/A,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=10232PLANTDRIVE%20M220000086990&aggregateId=forl-m22000008699-2c52d6cc-9fce-424b-97f3-2b5a5c226171&searchTerm=33401&listNameOrder=101MARKETINGSOLUTIONS%20L110000275510,Filed,08/15/2022,08/15/2027,https://floridaucc.com/search?text=10232%20PLANT%20DRIVE%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
1025 W 7TH STREET LLC,Active,N/A,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=1025W7THSTREET%20M220000086960&aggregateId=forl-m22000008696-90c77ea4-4c64-409c-8957-3ab0513a18a6&searchTerm=33401&listNameOrder=101MARKETINGSOLUTIONS%20L110000275510,Filed,08/15/2022,08/15/2027,https://floridaucc.com/search?text=1025%20W%207TH%20STREET%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"1031 SOUTH WOOSTER LIMITED, A CALIFORNIA LIMITED PARTNERSHIP",Active,95-4068934,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=1031SOUTHWOOSTERACALIFORNIA%20B120000001690&aggregateId=forlp-b12000000169-75e85b17-05a0-4f83-a5ca-354299b0c1e2&searchTerm=33401&listNameOrder=101MARKETINGSOLUTIONS%20L110000275510,Filed,06/24/2013,06/24/2028,https://floridaucc.com/search?text=1031%20SOUTH%20WOOSTER%20LIMITED%2C%20A%20CALIFORNIA%20LIMITED%20PARTNERSHIP&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
10477 FAIRVIEW AVENUE LLC,Active,46-1401063,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=10477FAIRVIEWAVENUE%20L120001314770&aggregateId=flal-l12000131477-72bf1106-a689-43ba-a77c-e6e8f43a12af&searchTerm=33401&listNameOrder=101MARKETINGSOLUTIONS%20L110000275510,Lapsed,09/02/2014,09/02/2019,https://floridaucc.com/search?text=10477%20FAIRVIEW%20AVENUE%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"AACSA PARTNERS, LLC",Active,26-2091492,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=AACSAPARTNERS%20L080000227980&aggregateId=flal-l08000022798-267668d7-ca71-480a-bd2a-9db7ed8f7520&searchTerm=90210&listNameOrder=984INDIANBEACHDRIVE%20L240000713010,Lapsed,08/04/2020,08/04/2025,https://floridaucc.com/search?text=AACSA%20PARTNERS%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"THE AIMPOINT GROUP, LLC",Active,46-1931817,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=AIMPOINTGROUP%20L130000165740&aggregateId=flal-l13000016574-2ebef0fa-2bc3-4bed-928c-d50fda7eaad7&searchTerm=90210&listNameOrder=984INDIANBEACHDRIVE%20L240000713010,Filed,12/05/2024,12/05/2029,https://floridaucc.com/search?text=THE%20AIMPOINT%20GROUP%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
"THE AIMPOINT GROUP, LLC",Active,46-1931817,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=ZipCode&directionType=ForwardList&searchNameOrder=AIMPOINTGROUP%20L130000165740&aggregateId=flal-l13000016574-2ebef0fa-2bc3-4bed-928c-d50fda7eaad7&searchTerm=90210&listNameOrder=984INDIANBEACHDRIVE%20L240000713010,Filed,12/05/2024,12/05/2029,https://floridaucc.com/search?text=THE%20AIMPOINT%20GROUP%2C%20LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard
